gwf_case	start_event	end_event
Iraq (1932-58)	"Start: 10/13/1932 Independence under a monarchy established by the British; they gave the crown to King Faisal, who had been ousted from Syria by the French, as a reward for his military support against Turkey. He was a Sunni with no previous ties to Iraq (Haddad 1971, 55-57, Lewis 1988)."	"End: 7/14/1958 Coup murdered the royal family and ended the monarchy (Dann 1969, 19-33; Haddad 1971, 86, 91-92; Dawisha 2009, 172)."
Iraq (1958-63)	"Start: 7/14/1958 Coup led by Brig-Gen Qassem (or Kassem or Qasim) established military rule (Dann 1969, 19-33, Dawisha 2009, 172)."	"End: 2/8/1963 Coup led by lower ranking officers (Haddad 1971, 122-24; Be'eri 1982, 80). The post-1963 period is treated as a new regime because lower ranking officers supported initially by the Ba'ath party replaced higher ranking officers who had ruled from 1958-63, supported by the Communists (Haddad 1971, 115-16, 122-29)."
Iraq (1963-68)	"Start: 2/8/1963 Coup by a faction of middle ranking Ba'thist officers, Nasserist offi- cers, and the Ba'thist paramilitary National Guard established the National Council of Revolutionary Command to rule. Ba'thists were ousted from the ruling group in early 1964 (Haddad 1971, 115-16, 122-29, Lewis 1988)."	"End: 7/17/1968 Coup replaced the previous government, which had excluded the Ba'th after a short time, with a government dominated by the Ba'th faction of the military, many of whom had been forced into retirement by the Aref government. The post-1968 regime is considered different from the 1963-68 regime because the first excluded Ba'thists and the second excluded non-Ba'thists (Haddad 1971, 138- 40, 143-44, 157-64)."
Iraq (1968-79)	"Start: 7/17/1968 Coup led by ex-Maj Gen al-Bakr installed a regime dominated by Ba'thist military officers and ruled through the Revolutionary Command Council of the Ba'thist party's military section (Haddad 1971, 138-40, 143-44, 157-64; Farouk- Sluglett and Sluglett 1987, 115-17, 120; Brooker 1997, 115). The post-1968 regime is considered different from the previous one because the group from which top leaders could be chosen and who could influence policy was limited to Ba'thists, who had been excluded from the earlier regime not long after the seizure of power."	"End: 7/16/1979 Formal transfer of power from Field Marshal al-Bakr to Saddam Hussein marks the end of a gradual shift from a regime based mostly on Ba'thist military officers and the Ba'th party to one in which the group from which leaders could be chosen included few outside Hussein's family and home region. The post- 1979 government is considered a new regime because under al-Bakr, Ba'thist officers dominated policy choice but were marginalized under Hussein (Brooker 1997, 115-16)."
Iraq (1979-2003)	"Start: 7/16/1979 The formal transfer of power from Field Marshal al-Bakr to Saddam Hussein completed a gradual shift from a regime based mostly on Ba'thist military officers and the Ba'th party to one in which the group from which leaders could be chosen included few outside Saddam's family and home region. Saddam had built his power base in the party and security service, not the officer corps. He exerted significant party control within the military through his control of party networks prior to al-Bakr's retirement, but he was not a career officer. After al-Bakr's retirement, Saddam purged the party of anyone with an independent base of support and then reduced the party's power and relevance. He executed several members of the ruling Revolutionary Command Council a few days after his accession to full power. Beginning in 1980, the party was subordinated to the military and security services. The party's Regional Command was stacked with Saddam's ministerial and security service subordinates, his advisors, and his relatives (Farouk-Sluglett and Sluglett 1987, 208-13; Brooker 1997, 115-18; Kamrava 1998, 73)."	"End: 4/7/2003 The fall of Baghdad to invading U.S. and coalition forces (Economist Intelligence Unit 2008e). U.S. forces took control of presidential palace on April 7 (Guardian 2003). [The period from April 2003 to March 2010 is excluded from the data set because foreign occupied. The election of March 2010 is not considered free and fair because, among other things, nearly 500 candidates were prevented from running. March 7, 2010 thus marks a transition to autocracy, but is not included in the data set because its first year would be 2011.]"
Ivory Coast (1960-99)	"Start: 8/7/1960 Independence with Houphouet-Boigny as PM and the government controlled by the PDCI. The PDCI won all pre-independence elections to various offices. It ran unopposed in the 4/59 Assembly elections, giving it control of the government and electoral rules at independence (Zolberg 1964, 75-271, African Elections Database n.d.a). The party was genuinely popular and it had limited competition mainly via cooptation of rivals, but in 1959 began manipulating electoral rules to limit the ability of potential opposition groups to compete (Zolberg 1964, 188, 264- 65)."	"End: 12/24/1999 Coup by officers and NCOs, turned power over to a junta led by ex-army Chief of Staff Gen. Guei (Cornewell 2000)."
Ivory Coast (1999-2000)	"Start: 12/24/1999 Coup/mutiny by junior officers and NCOs, turned power over to a junta led by ex-army chief-of-staff Gen Guei . He created the 9-man, all-military Comite National de Salut Publique (National Committee of Public Salvation) to rule (Cornewell 2000, Englebert 2004b, 332)."	"End: 10/26/2000 Popular uprising in response to Guei's effort to steal an election (New York Times 2000b, 1; Englebert 2004b, 332; U.S. Dept. of State 2011c)."
Ivory Coast (2000-)	"Start: 10/26/2000 popular uprising by Gbagbo supporters, including much of the military and security forces, in response to Guei's effort to steal an election, installed Gbagbo in power (Englebert 2004b, 332)."	"End: Regime continued in power as of December 31, 2010. [Ousted April 11, 2011]"
Jordan (1946-)	"Start: 5/25/1946 Independence under a monarchy established by the British. King Adbullah of the Hashemite family was the son of the Ottoman amir of Mecca, who claimed a hereditary right to rule in the Hijaz. He was a leader of the Arab nationalist movement against Ottoman rule and sided with the British during World Wars I and II (Lewis 1989)."	"End: Regime continued in power as of December 31, 2010."
Kazakhstan (1991-)	"Start: 12/16/1991 Independence with Nazarbaev already president and a legislature dominated by ex-communists. Nazarbaev maintained much of the structure and personnel of the communist system (Kadyrzhanov 1999, 147; Olcott 2010, 92-93)."	"End: Regime continued in power as of December 31, 2010."
Kenya (1963-2002)	"Start: 12/12/1963 Independence with KANU and Kenyatta in power. KANU won the May 1963 competitive pre-independence election and then coopted the leaders of the main opposition party, which dissolved itself. Defacto single-party rule was maintained mainly through the president's control over resources and patronage. When Odinga, who had led the opposition and initially agreed to the merger, resigned from KANU and attempted to form a new opposition party, the government used various manipulations and intimidation to undermine it before it was banned in 1969 (Decalo 1998, 194-95, 218-27)."	"End: 12/27/2002. Competitive elections lost by the ruling party (Kagwanja 2005, 51; African Elections Database 2011c)."
Korea, North (1948-)	"Start: 9/9/1948 Independence under the control of Kim Il Sung and the North Korean Workers' Party (Cumings 1993)"	"End: Regime continued in power as of December 31, 2010."
